Field_ID,Area_m2,Area_ha,Suitability_Class,Final_Score,Water_Access,Water_Score,Soil_Score,Terrain_Score,Stream_Distance_m,Texture,pH,Tier,Primary_Crop,Secondary_Crop,Kharif_Recommendation,Rabi_Recommendation,Limiting_Factor,Key_Interventions,WKT
310,12565,1.26,Moderately Suitable,2.75,High Access,3,3,4,74.6,Clay Loam,8.084276729559749,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35353104044648 26.20140998414705, 66.35360159909386 26.20136651533033, 66.35433978656056 26.20143834236428, 66.35446964372643 26.201624345066175, 66.35444049396837 26.202474920784113, 66.35440934640927 26.20253251801387, 66.35437874370713 26.202567824786485, 66.35432879864791 26.20258035919306, 66.35378911986689 26.20251218297918, 66.35332472229088 26.20240958037986, 66.35353104044648 26.20140998414705))"
236,12589,1.26,Moderately Suitable,2.75,High Access,3,3,4,70.6,Clay Loam,8.0,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.34836865994389 26.204414527034867, 66.34912790799024 26.204432990173462, 66.34871790846762 26.206091695910917, 66.3480900603952 26.205968080602382, 66.34836865994389 26.204414527034867))"
73,12712,1.27,Moderately Suitable,2.75,High Access,3,3,4,74.2,Clay Loam,8.133333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37502659570775 26.215528677097982, 66.37498800037238 26.216804533459694, 66.37476096904159 26.21674211153814, 66.37476414747958 26.216603342337557, 66.37471174866117 26.216503865852467, 66.37463319584897 26.216462095838494, 66.37457661966849 26.2165506515412, 66.37456726598269 26.216743043597223, 66.37431290027635 26.216792222423194, 66.37415588558689 26.216489245584647, 66.37411429350185 26.216349583752024, 66.37412800617582 26.21596011819892, 66.3740813285982 26.215829410970333, 66.37398561233243 26.21566637472166, 66.37398788264215 26.215343949018706, 66.37502659570775 26.215528677097982))"
205,12764,1.28,Moderately Suitable,3.05,Very High Access,4,3,4,6.1,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36907522634071 26.203930539849285, 66.36915096321489 26.203873625569923, 66.36924113914678 26.203839480727627, 66.36933630973314 26.20380094409744, 66.3694416512407 26.203753570651823, 66.3698889896219 26.203734866098433, 66.36981198128397 26.204732307530087, 66.36957287409464 26.204763785869147, 66.36900103327365 26.204802624553093, 66.36854379714705 26.204821133333205, 66.36840839720583 26.204437867372338, 66.36907522634071 26.203930539849285))"
374,12785,1.28,Moderately Suitable,3.05,Very High Access,4,3,4,7.3,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37117452188191 26.202432500073467, 66.37127414258205 26.202416440301594, 66.37163048878647 26.20246777118987, 66.37165963944165 26.202499620012695, 66.37170023241259 26.202460100686515, 66.37184925495531 26.202458284030435, 66.3726552124155 26.202607378648324, 66.37258328917876 26.202937588440143, 66.37260390353985 26.203121614294027, 66.37255413847558 26.203349155571914, 66.37246051114947 26.20331605364843, 66.37230731108701 26.203286364326384, 66.37216864100132 26.203270386597882, 66.37205485345825 26.20325041096705, 66.37197067066988 26.203239891013087, 66.37188666951826 26.2032204985851, 66.37182264702734 26.203196852068807, 66.3717929514915 26.20319636922916, 66.37168851766228 26.203203454154075, 66.37162413194598 26.20319322762679, 66.37156465008486 26.203187666957295, 66.37150008275879 26.203190976712147, 66.37141535518184 26.203202918452817, 66.37129530176675 26.20324545521803, 66.37118505606632 26.203288250126096, 66.37112012553625 26.2033049796513, 66.37100434034393 26.203374543305337, 66.37117452188191 26.202432500073467))"
229,12816,1.28,Marginally Suitable,2.1,Low Access,2,2,4,253.6,Sandy Clay Loam,7.933333333333334,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35429202092536 26.19037376328695, 66.3545451970005 26.190373910234808, 66.35554155676246 26.190446023888867, 66.35537809988004 26.19130752440674, 66.35522762878128 26.191376403484792, 66.354955110015 26.191348990507343, 66.35425733181644 26.191251056681867, 66.35410831396737 26.19125277408682, 66.35429202092536 26.19037376328695))"
31,12853,1.29,Marginally Suitable,2.4,Moderate Access,3,2,4,154.9,Clay Loam,8.100000381469727,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36547610201981 26.213593542614834, 66.36761316159209 26.21439861591888, 66.367800051395 26.21447816880273, 66.367753828401 26.21476854263474, 66.3661243113824 26.21435792759072, 66.36605002789534 26.214347589319775, 66.36607282148262 26.21421807784473, 66.36532862495957 26.214191025117568, 66.36526750916953 26.21425707884054, 66.36522482801254 26.213508248557243, 66.36547610201981 26.213593542614834))"
123,12930,1.29,Moderately Suitable,3.05,Very High Access,4,3,4,4.4,Clay Loam,8.175925925925926,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35485694517388 26.20996734229903, 66.35612028532148 26.210093583172522, 66.35615270430925 26.210197224318076, 66.35603637736193 26.210728092381395, 66.35469666681648 26.2111245482461, 66.35485694517388 26.20996734229903))"
400,12941,1.29,Moderately Suitable,3.1,Moderate Access,3,4,4,240.8,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37154648768578 26.200902910549246, 66.37155811162111 26.20082699425227, 66.37156483170887 26.20075099123962, 66.37157082530068 26.20070632296903, 66.37159107637656 26.200245299675373, 66.37197748157463 26.20028368807211, 66.37281985491002 26.20036183144527, 66.37292882956065 26.200372745140108, 66.3729265592552 26.200475808138613, 66.37297051237012 26.200507932358693, 66.37297487135689 26.20053489106259, 66.37294463088675 26.20077624974717, 66.37298831156637 26.200821810027797, 66.37304733951723 26.200845268267074, 66.37311626600923 26.20086891546819, 66.37314060369222 26.200891789178733, 66.37313669876539 26.2010663946481, 66.37312098824616 26.201101916960923, 66.37310073711504 26.201119522736782, 66.3730559666798 26.201123127322493, 66.37299621223022 26.201131003987623, 66.37294145245905 26.201138982989256, 66.37286698644382 26.201137610856325, 66.37247040967303 26.201107976227455, 66.37212741231187 26.201124089835307, 66.37212214521078 26.201137423377094, 66.3716562793972 26.201102052868187, 66.37161205394924 26.201078869829107, 66.37157318641263 26.201042284237612, 66.37155411589332 26.20100607688835, 66.37154013084624 26.20096557812955, 66.37154648768578 26.200902910549246))"
160,12955,1.3,Moderately Suitable,2.75,Moderate Access,3,3,4,245.5,Clay Loam,8.200000000000001,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36112200350236 26.20739498862761, 66.36138835018124 26.2074715357378, 66.36147198651543 26.207289405061903, 66.36178219478728 26.207402641932863, 66.36173370203083 26.207571958817155, 66.3618569317591 26.207614527794323, 66.36142485594121 26.20893689707522, 66.36128101236355 26.208929841324625, 66.36117176755 26.208927768450796, 66.3608125220795 26.20878686048548, 66.36068048398947 26.2086947698247, 66.36112200350236 26.20739498862761))"
117,13006,1.3,Moderately Suitable,3.05,Very High Access,4,3,4,30.5,Clay Loam,8.233333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37530321082417 26.212496706037854, 66.3754020149434 26.212520955029145, 66.37564303168213 26.212623870059698, 66.37588050682909 26.212664098826547, 66.37615348985622 26.212669015396063, 66.37619816972557 26.21266989096157, 66.37621914747034 26.213064445927937, 66.37651655930392 26.213087757655845, 66.37657404380776 26.213621857938485, 66.37522320492785 26.21362853789691, 66.37524300207252 26.212526972764323, 66.37530321082417 26.212496706037854))"
367,13085,1.31,Marginally Suitable,2.45,Low Access,2,3,4,413.6,Clay Loam,8.131292517006802,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36437156880031 26.199145620016274, 66.36441279691876 26.199079163608, 66.36447836234689 26.19903558158216, 66.36453856994208 26.199005316554242, 66.36456926401273 26.198965610405942, 66.36467760138203 26.19878393114124, 66.36468904355303 26.19871688981684, 66.36470575275553 26.198636600402732, 66.36473199710177 26.198574414582122, 66.36476323604839 26.19851224658883, 66.36479892473082 26.198468148584162, 66.36485477343692 26.198415419336296, 66.3649054459263 26.19837154440687, 66.3649558459875 26.19833661072424, 66.36504656610909 26.198275595525597, 66.36508797589921 26.19820018118494, 66.36511412945245 26.198142388722967, 66.36514464193279 26.198111639093955, 66.36517442792709 26.198112223413673, 66.36600371423482 26.198548445028937, 66.36578022817386 26.198768252913123, 66.36568560305834 26.198784496934266, 66.36559615418746 26.198787307365105, 66.36553049781725 26.198835368947936, 66.36543242192587 26.19899932524846, 66.36540563268075 26.199088382427, 66.36538474615156 26.19913284181536, 66.36535940988458 26.19915473688926, 66.36531418601302 26.19918081612995, 66.36525007346245 26.19916173104824, 66.36520966258094 26.199192290861056, 66.36519386147302 26.199232374289046, 66.36519331660723 26.199254751105727, 66.36521792637895 26.199264105156242, 66.36528712434064 26.199278814426084, 66.36519867445412 26.199460889182888, 66.36513819435496 26.199500095743527, 66.36509787429249 26.199526261681385, 66.36505265044211 26.199547761614863, 66.36500824389377 26.199538028285733, 66.36494440381104 26.199505507460973, 66.36489491186002 26.199500065125232, 66.3648306177357 26.199485442517933, 66.36473181548 26.199465770344535, 66.36459777862423 26.199463308975343, 66.36455309967945 26.199462516750042, 66.36450351695223 26.19946155275608, 66.36445438828363 26.199438281085975, 66.36442015259661 26.19941521696603, 66.3643811947484 26.19937869946901, 66.36436239690653 26.199333550996847, 66.36433887690238 26.19927486435205, 66.3643404206864 26.199207718473424, 66.36437156880031 26.199145620016274))"
430,13186,1.32,Marginally Suitable,2.45,Low Access,2,3,4,407.8,Clay Loam,8.055151515151515,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3677992340925 26.19885009456362, 66.36786389180357 26.198846801195657, 66.36797277467937 26.198862197154536, 66.36904135361732 26.199253555950982, 66.36912508190781 26.199286469338823, 66.36925330790406 26.199324635931934, 66.3693613737452 26.19937584406975, 66.36924004940734 26.199915676198323, 66.36919918417968 26.199964136489744, 66.3683892359827 26.199770157189075, 66.36805859147299 26.19968350569898, 66.36752153294087 26.19949900219684, 66.3677992340925 26.19885009456362))"
309,13303,1.33,Moderately Suitable,2.75,Moderate Access,3,3,4,174.5,Clay Loam,8.100000381469727,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35330229246078 26.202525583937724, 66.35335205580974 26.202517597242327, 66.35435749435412 26.20263010658256, 66.35435050204583 26.202719620445876, 66.35427930763912 26.203233400621304, 66.35411594193674 26.203212439429397, 66.35404520160581 26.203484387959797, 66.35396165719575 26.203666525915686, 66.3538114589075 26.203721955241473, 66.35372882262352 26.203863804900276, 66.35307345376025 26.203641245144514, 66.35330229246078 26.202525583937724))"
29,13524,1.35,Marginally Suitable,2.4,Moderate Access,3,2,4,232.5,Clay Loam,8.100000381469727,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36643797306121 26.215205730352753, 66.36645413744897 26.21514782179472, 66.36648882731639 26.215152904923745, 66.36661233052676 26.21451912597094, 66.36770824109043 26.21480795237911, 66.36772749310161 26.214835202606192, 66.36754723255115 26.215781527511503, 66.36710189388842 26.215710659099024, 66.36637976310695 26.215585428460958, 66.36643797306121 26.215205730352753))"
96,13787,1.38,Marginally Suitable,2.45,Low Access,2,3,4,256.5,Clay Loam,8.164242424242422,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37394801600482 26.213363397608944, 66.37409903701726 26.21415444403401, 66.37401267442489 26.21424250092673, 66.37351129942704 26.2142333440785, 66.37351284323634 26.214166198549616, 66.3728340216134 26.214099990630864, 66.37267991332719 26.21410617508716, 66.37254551132074 26.21412162658716, 66.3725495070556 26.2132795304144, 66.37394801600482 26.213363397608944))"
255,13892,1.39,Moderately Suitable,3.05,Very High Access,4,3,4,5.5,Clay Loam,7.833333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35916695193983 26.191498069439284, 66.36020945152539 26.191723320152054, 66.36000985084414 26.192207845233348, 66.36003382471654 26.192244139537994, 66.36005807102036 26.19227149258277, 66.36013180884972 26.192304118593825, 66.36029871791322 26.19238783345457, 66.36035256834536 26.19242014914154, 66.36041068686141 26.19248398611262, 66.36044928119183 26.192533923470982, 66.36043384345933 26.192780041896047, 66.35997843054321 26.192717878873953, 66.35964869911062 26.19259092614261, 66.35961482695852 26.192549947883297, 66.35962717712633 26.192442701143275, 66.3596180053105 26.19241117775851, 66.35932269108334 26.192293752971434, 66.359229429212 26.192247226861962, 66.3590755062939 26.19224894786686, 66.35905525567127 26.192266466529848, 66.35890796192695 26.192192086927125, 66.35842385433988 26.192084666049507, 66.35916695193983 26.191498069439284))"
415,13894,1.39,Marginally Suitable,2.45,Low Access,2,3,4,429.8,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36895789777407 26.1912655027115, 66.36900366680953 26.191217040932344, 66.37009277117093 26.19135793457328, 66.37013499864022 26.19168571766281, 66.37005898919779 26.191975458438407, 66.37002248287426 26.192055375831774, 66.37001222114694 26.192068692349064, 66.36997707700256 26.192085922948714, 66.36993702902674 26.1920986573166, 66.369877093286 26.19211540799248, 66.36984648973598 26.192150724837227, 66.36984076859774 26.192186452501048, 66.36981924622107 26.192262181991474, 66.3697785625746 26.192301772944113, 66.36973887785979 26.192301086696684, 66.36966877123086 26.19232667487364, 66.36961782587521 26.192383907006917, 66.36867874306337 26.192196581418617, 66.36895789777407 26.1912655027115))"
